entry_id,title,artist,album,playlist_name,playlist_description,audio_key,duration
5xwdek7gQbPDCLWFmbi4uB,Sweet River,Jens Buchert,Spa Lounge One,Oceanic Feeling,"A gentle drift through dreamy downtempo, ambient jazz, and warm instrumental electronica, melodic, airy, and quietly uplifting.",catalog.app/Sweet River.flac,4:23
6dVUrepRPnczPOFCjX1e3Q,Liquid,Jens Buchert,Liquid,Deep Chill,This compilation of psychill and emotive melodies opens a realm where the boundaries of familiarity dissolve into uncharted sonic landscapes. ,catalog.app/Liquid.flac,4:41
6U17ahFwQhkligWUQWN25N,Dreamwater,Jens Buchert,Elevation,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Dreamwater.flac,3:47
4omMAHThwBA2SlWfin28Oc,Theta Drumming 639,Shamanic Guru,Shamanic Drumming,Tantric Flow,"A ritualistic blend of meditation, chants, and rare instruments from around the world, creating a sound that transcends genres.",catalog.app/Theta Drumming 639.flac,2:01
5Y6Xpxl6h5W2o7C93uOWoo,Hara,Jean du Voyage,Mantra,Sonic Prayer,"Sacred chants, Indian ragas, and shamanic trance merge in a traditional-modern mix designed to soothe the soul.",catalog.app/Hara.flac,3:14
7BQEdAFRyhxcsdZFqy6I3X,Maya,Jean du Voyage,Mantra,Kosmic Dreams,"This ambient electronic compilation blends the warmth of analog gear with the precision of digital tools, crafting rhythmic soundscapes perfect for deep inward or psychedelic journeys.",catalog.app/Maya.flac,3:05
2iEhkcjKBSDbSVyJhxPlMg,In The Forest (Instrumental) [Acoustic Indie No Copyright],Lesfm,Forest Tale,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/In The Forest (Instrumental) [Acoustic Indie No Copyright].flac,1:59
5iZVU6kOGO8G4T7ZsApE2N,Breathe (In the Air),Pink Floyd,The Dark Side of the Moon,Unwind,"This cinematic and expansive blend fuses saxophone, experimental piano, and orchestral strings to evoke inspiration and the splendor of nature.",catalog.app/Breathe (In the Air).mp3,2:49
2G1Bm5jXXy2mV93WYBTuRx,Time (Edit) [2011 Remastered Version],Pink Floyd,The Best Of Pink Floyd: A Foot In The Door (2011 Remastered Version),"""J"" Blues 72","This tracklist sits in a psychedelic, ritualistic space, mixing psychedelic rock, art rock, cosmic instrumentals, and mystical atmospheres.",catalog.app/Time (Edit) [2011 Remastered Version].mp3,6:20
69BPZMNg5D4RMhch3zsED6,Marooned,Pink Floyd,The Division Bell,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Marooned.flac,5:30
7aAgtShSqo7WJYd4ZPvogl,Heartbeat,Danit,Aliento,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Heartbeat.flac,4:24
4ENa3v1gNTVrRXXzaRW1Nl,A Sparrow Alighted upon our Shoulder,"Jóhann Jóhannsson,Air Lyndhurst String Orchestra,Anthony Weeden",Orphée,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/A Sparrow Alighted upon our Shoulder.flac,2:27
1S6BcQSlBZ561RFgRmf4Ln,Alone In The Dark,Flaer Smin,Ten Years Ago,Existential Nostalgia,"Take a sonic journey through dark ambient tones, emotive classical music, minimalist electronics, and experimental soundscapes. This compilation evokes life's paths and deep emotions in a melancholic blend of styles.",catalog.app/Alone In The Dark.flac,6:58
69qE0UabBub8ACeacqgir1,Hangover - Mira & Chris Schwarzwalder Remix,Jacob Groening,Hangover,Trust the Wild,"An electronic journey of danceable, lounge-inspired beats and melancholic chord progressions, capturing a subtle, emotional sound.",catalog.app/Hangover - Mira & Chris Schwarzwalder Remix.flac,7:52
1rF7NBqI8j9hK8MI0l6XVj,Between,Bay Ledges,Ritual,Easy Motion,"This selection sits in a deep downtempo / atmospheric electronic space, blending trip-hop, dubby ambient house, and hypnotic groove-driven electronica.",catalog.app/Between.flac,1:07
56VPczYeNBaYqAA7ZOZ0bg,New Lover,Nick Murphy,Cassette #4,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/New Lover.flac,1:56
4693swfDBWuLspO5yJ8mBz,The World To Me,Nick Mulvey,First Mind,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/The World To Me.flac,2:43
3KKqHemsaPksLdf2Es6tnx,Hang Drum & Tabla,"Musica Relajante New Age Culture,Asian Zen Spa Music Meditation",Hang Drum & Tabla: Relaxing Indian Yoga Music for Positive Energy,Zumurud,"This playlist is a sophisticated blend of Silk Road tradition and modern lounge, weaving together ancient Middle Eastern instruments with deep, rhythmic electronic pulses.",catalog.app/Hang Drum & Tabla.flac,5:07
7wOxe1tRphE45waDdHlcXl,Stay Calm (Deep Sleep Music),"Musica Relajante New Age Culture,Asian Zen Spa Music Meditation",Hang Drum & Tabla: Relaxing Indian Yoga Music for Positive Energy,Subtle Body,"Ethereal tones and primal rhythms blend to awaken the senses, inviting introspection and connection to the unseen.",catalog.app/Stay Calm (Deep Sleep Music).flac,4:35
7L9ROBoEVNLBWJQp772ZlR,Rojo,Sebastián Escofet,Ambientalismo,Oceanic Feeling,"A gentle drift through dreamy downtempo, ambient jazz, and warm instrumental electronica, melodic, airy, and quietly uplifting.",catalog.app/Rojo.flac,2:18
21zW7Zt25X2K6bw1RsMFg0,Mizu Sumu,Keisuke Sakai,Wa No Ne,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Mizu Sumu.flac,4:40
4SEGtwNilR98x6PiglC5uR,Melancholia II,William Basinski,Melancholia,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Melancholia II.flac,6:48
7BrgM7fJPax0O7qouK3L7I,Kanji,"Akira Takamori,Rjukan",Tsuki,Eclectic Zen,"Each note takes us closer to the eternal, each harmony a bridge to the unseen. In music's embrace, we transcend the ordinary, touching the infinite with every beat.",catalog.app/Kanji.flac,1:11
6ZDNhyEPryhsigXCMYymat,In The Rain,Ernest Ranglin,Be What You Want Be,Sunrays,"Never forget that you are a living miracle of chance, brimming with echoes of the impossible.",catalog.app/In The Rain.flac,3:31
6nTPnTffMdclAQuWrYAfr8,Against The Sky - 2005 Digital Remaster,"Harold Budd,Brian Eno",The Pearl,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Against The Sky - 2005 Digital Remaster.flac,4:52
3Olo13bAQzmz1Iz8m8UU09,More Than This,"Charlie Hunter,Norah Jones",Songs From The Analog Playground,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/More Than This.flac,4:10
1LfMP94Smkw1oXf7kkk9bn,和 Harmony,Shunya Koyanagi,和 Harmony,Sonic Prayer,"Sacred chants, Indian ragas, and shamanic trance merge in a traditional-modern mix designed to soothe the soul.",catalog.app/和 Harmony.flac,3:04
X1xeQZRsrcjX85UPIEURx,Exit (With Burgs) - Instrumental,Mt. Wolf,Aetherlight (Instrumental),Inhale,"This selection leans into deep, meditative ambient with mystical and minimal electronic textures, occasionally touching psychedelic and ritualistic atmospheres.",catalog.app/Exit (With Burgs) - Instrumental.flac,2:03
2fXojhdPnxNCB6LV6Mp5ay,Maybe There,Affelaye,Maybe There,Loungy Hours,"A groovy, loungy electronic mix for a cosmic, rhythmic journey, blended with ambient textures, perfect for a relaxed afternoon sailing under the sun.",catalog.app/Maybe There.flac,5:23
1UOC5CvT1e5H7JsMPVR8HL,Intergalactic Love Song,"The Diddys,Paige Douglas",Agony and Extasy,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Intergalactic Love Song.flac,4:38
12YHIBI5b2FdDV7Bp17XoG,Mad Rush,Philip Glass,Philip Glass: Solo Piano,Instrumental Muse,"A serene selection of classical masterpieces, weaving soft, feminine melodies that draw you inward and gently elevate the moment.",catalog.app/Mad Rush.flac,13:44
5bHIhIcbp5U74KAoDsDXAP,Fear Less - Hraach Remix,"David Hohme,Hraach",Fear Less,Intergalactic Flow,"Intergalactic Flow invites you to trust the universe’s rhythm, letting perceptions align with the highest good. Surrendering to life’s flow, we embrace each moment with faith, knowing it guides our evolution.",catalog.app/Fear Less - Hraach Remix.flac,7:16
6vKNHyEsUd3UljfybgJr3u,Stolen Kiss of a Succubus,Fatima Al Qadiri,Medieval Femme,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Stolen Kiss of a Succubus.flac,3:47
7zZZXO8L87yVATyDsYVH1y,Baby - Guitar Edit,"Arms and Sleepers,Richard Houghten",Baby / Killshot (Guitar Edit),Subtle Body,"Ethereal tones and primal rhythms blend to awaken the senses, inviting introspection and connection to the unseen.",catalog.app/Baby - Guitar Edit.flac,3:16
3xm2UI8Sggv45yOd1w1sAi,Mumbo Sugar,Arc De Soleil,Libertalia,Morning Mood,This lighthearted and eclectic compilation invites listeners to embark on a joyful journey across a vibrant ocean of sound.,catalog.app/Mumbo Sugar.flac,3:08
5VEyzNuUr1vS36tiRjmgU8,963 Hz Remove Self Limiting Beliefs,"Miracle Tones,Solfeggio Healing Frequencies MT",963 Hz Returning to Oneness,Being Nothing,"This selection leans into deep meditation ambient, healing soundscapes, and tranquil minimal atmospheres, music designed to slow the mind, create stillness, and support introspection.",catalog.app/963 Hz Remove Self Limiting Beliefs.flac,2:36
4N7WXPIIZLAcY69ESjZXFZ,Yr Love,Holy Other,With U,Loungy Hours,"A groovy, loungy electronic mix for a cosmic, rhythmic journey, blended with ambient textures, perfect for a relaxed afternoon sailing under the sun.",catalog.app/Yr Love.flac,4:42
3e9OwWZ7r5PTYedhEy6DdW,Bad Mama,SLACER,Navigate,Intergalactic Flow,"Intergalactic Flow invites you to trust the universe’s rhythm, letting perceptions align with the highest good. Surrendering to life’s flow, we embrace each moment with faith, knowing it guides our evolution.",catalog.app/Bad Mama.flac,1:52
6UVDPGaPFSKFplFNT1Ioc7,Under the Heavens,Tony Anderson,Under the Heavens,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Under the Heavens.flac,3:41
4WvFrubQPE3tb3dUwURDJW,Song on the Beach,"Arcade Fire,Owen Pallett",Her (Original Score),Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Song on the Beach.flac,3:35
v1zFR7xbdlPbTvhqTNh62,This Woman's Work,"Dezron Douglas,Brandee Younger",Force Majeure,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/This Woman's Work.flac,4:19
5V1ZGAFuI4bGVjVawH9GTh,Calm Upon You,Ravid,Ravid Hang,Cosmic Compass,"This selection sits in a spiritual / cosmic ambient space, blending new age synthesis, early electronic minimalism, sacred jazz, and mystical soundscapes.",catalog.app/Calm Upon You.flac,8:27
5fj65IeJDxAlNLzhOw1z2R,Alma,Ravid,Calm Upon You,Subtle Body,"Ethereal tones and primal rhythms blend to awaken the senses, inviting introspection and connection to the unseen.",catalog.app/Alma.flac,3:33
2VvAuPfSRanmJkjGesSo0t,Turbine,Hiatus,Ghost Notes,Looking through,"A dreamy blend of ambient electronica and melodic downtempo—immersive, atmospheric, and gently hypnotic.",catalog.app/Turbine.flac,3:25
2g375dssP7bkFYKXVBP7e5,Defeat,Hiatus,Defeat,Looking through,"A dreamy blend of ambient electronica and melodic downtempo—immersive, atmospheric, and gently hypnotic.",catalog.app/Defeat.flac,4:01
4mv0dq7mDUv1WJNphyMH6j,Authentique,Quentin Dujardin,Authentique,Mystic Love,"This selection blends spiritual downtempo, psychedelic soul, ambient jazz, and cosmic textures, balancing groove and transcendence.",catalog.app/Authentique.flac,5:55
2m4ccn3PyopdSICjOvbJaB,1977,Quentin Dujardin,Putumayo Presents World Yoga,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/1977.flac,3:14
6QnOKM1LtNWsN8XoMEjI5I,Atlas,Benny Bernstein,Atlas,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Atlas.flac,2:45
2Vaso5GwBH3NELIKjqOXpL,Sankrit Touch,Benny Bernstein,Pebble Path Meditation,Deep Echoes,"This blend of ancient sounds and soulful melodies is ideal for meditation, yoga, tantra, or any practice seeking tranquility. ",catalog.app/Sankrit Touch.mp3,0:00
5lLXvXHQf0X6mAxTtaYYOg,Promenade sentimentale,Vladimir Cosma,Vladimir Cosma : ses plus grands succès,Eclectic Zen,"Each note takes us closer to the eternal, each harmony a bridge to the unseen. In music's embrace, we transcend the ordinary, touching the infinite with every beat.",catalog.app/Promenade sentimentale.flac,2:39
12jeD41WmnKpHEL3s6Xu6P,Ambrosia,A Reminiscent Drive,Hôtel Costes 3 - Etage 3,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Ambrosia.flac,3:26
1pLFe0npDGmSbpCWJiIJyq,India,BoomBox,Visions of Backbeat,,,catalog.app/India.flac,5:40
59mKUXbz4AwNd9Qmj9hvzi,Yellow Calcite,Imaginary Softwoods,Gold Fiction Loop Garden,Ethereal Nature,"This meditative compilation blends nature sounds with ambient, dreamy soundscapes and a hint of Eastern influences.",catalog.app/Yellow Calcite.flac,2:29
1aIbvci7py0DAn5k8Q2DY6,Daan Park,"Matthew Halsall,The Gondwana Orchestra",Into Forever,Instrumental Muse,"A serene selection of classical masterpieces, weaving soft, feminine melodies that draw you inward and gently elevate the moment.",catalog.app/Daan Park.flac,6:22
2tZh6bz318bljAHVAOIaXo,Nummer 2,Anne Müller,Heliopause,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Nummer 2.flac,5:55
4b9sLVg2vOElUrEyWv8Sxo,Kokoa,Somatoast,Creation is Creation,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Kokoa.flac,2:46
01tQARsFxLxVWejrzgR2vQ,Dawn - Kaya Project Remix,Somatoast,Creation is Creation,Space Chill,"This psybient-chill compilation blends dream states, waking life, and ambient-trance sounds, perfect for relaxing, inner exploration, or simply being present.",catalog.app/Dawn - Kaya Project Remix.flac,5:50
5jpGkrUKHxfH6TwXBLlGQY,Eternal Soul - Original Mix,Hraach,Eternal Soul,Intergalactic Flow,"Intergalactic Flow invites you to trust the universe’s rhythm, letting perceptions align with the highest good. Surrendering to life’s flow, we embrace each moment with faith, knowing it guides our evolution.",catalog.app/Eternal Soul - Original Mix.flac,5:57
4VybE8XdooynBYUGWIaPLt,Birdsong,Poemme,Arboretum,Sonic Prayer,"Sacred chants, Indian ragas, and shamanic trance merge in a traditional-modern mix designed to soothe the soul.",catalog.app/Birdsong.flac,5:15
6w4tV6os8877DuxfK0ob1C,Union,"Sebastian Selke,Daniel Selke,Ceeys",Waende,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Union.flac,4:55
7Dkg9WK8dJ8K4pIILSzEo0,Wrapped,Ola Szmidt,Wrapped,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Wrapped.flac,4:31
5jXXWRBw1VOyfKZZa1TZzv,Divine Portal,Vianney Lopez,Light Within,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Divine Portal.flac,1:22
3NNplcjrL9Y0sAZaP3cmIY,The Breath Inside the Breath,Michael Mandrell and Benjy Wertheimer,Anjali,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/The Breath Inside the Breath.flac,5:25
6EZAJqa6KER5jVIeqsQkug,Held,Kiasmos,Kiasmos,Serendipity,"This spacious, melodic ambient selection is ideal as background music for serene moments and gentle, mindful activities.",catalog.app/Held.flac,5:01
1lvxw88MV7sU8hQTQMGtc5,Lit,Kiasmos,Kiasmos,Trust the Wild,"An electronic journey of danceable, lounge-inspired beats and melancholic chord progressions, capturing a subtle, emotional sound.",catalog.app/Lit.mp3,6:24
65VwryloP2YaxKpnkwHhGL,Swayed,Kiasmos,Kiasmos,Intergalactic Flow,"Intergalactic Flow invites you to trust the universe’s rhythm, letting perceptions align with the highest good. Surrendering to life’s flow, we embrace each moment with faith, knowing it guides our evolution.",catalog.app/Swayed.flac,4:23
1O8hM3DZ659nuA3u1UgSRa,Looped,Kiasmos,Kiasmos,Insight,"This selection blends ambient, dream-pop, cinematic electronica, and desert-tinged guitar, music that feels immersive, atmospheric, and emotionally reflective, with a slow, hypnotic flow.",catalog.app/Looped.flac,6:00
QS9LXs1Qp6jWqRwvDZ9zw,Gaunt,Kiasmos,Swept,New Light,"This selection creates a sophisticated, bittersweet journey through modern classical and melodic electronica, perfectly curated for deep focus or late-night introspection.",catalog.app/Gaunt.mp3,5:12
5EsjhHkOd6x3NYDvHKFa6S,Jarred,Kiasmos,Blurred,Loungy Hours,"A groovy, loungy electronic mix for a cosmic, rhythmic journey, blended with ambient textures, perfect for a relaxed afternoon sailing under the sun.",catalog.app/Jarred.flac,5:35
6RK5w5WbjRAjO2zf2IVseE,Early Summer,KENJI KIHARA,Scenes of Scapes,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Early Summer.flac,5:43
w1NazqHuqTRiwi0THDWHJ,Die Dinge des Lebens,To Rococo Rot,The Amateur View,Loungy Hours,"A groovy, loungy electronic mix for a cosmic, rhythmic journey, blended with ambient textures, perfect for a relaxed afternoon sailing under the sun.",catalog.app/Die Dinge des Lebens.flac,4:56
4tSz0qGroVJFiY7wKXztYG,Suddenly Becomes Light,Rothko,A Life Lived Elsewhere,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Suddenly Becomes Light.flac,4:20
Y5Z6z2sR7jrgObt0Qnprl,Truth Burns,Rothko,A Life Lived Elsewhere,Grounding,"This selection sits in a deep ambient / modern classical crossover, with minimal piano, slow-moving drones, and contemplative electronics.",catalog.app/Truth Burns.flac,4:26
2HmLi4YL6UAVQofedfUYjL,Diving Platform,Nonkeen,Oddments of the Gamble,Looking through,"A dreamy blend of ambient electronica and melodic downtempo—immersive, atmospheric, and gently hypnotic.",catalog.app/Diving Platform.flac,6:09
5ynBBGoNqGEmHKl7rmQUdN,Something We Lost - Remastered Version,Sekuoia,Trips (Remastered Version),Loungy Hours,"A groovy, loungy electronic mix for a cosmic, rhythmic journey, blended with ambient textures, perfect for a relaxed afternoon sailing under the sun.",catalog.app/Something We Lost - Remastered Version.flac,4:58
6Dv5wDqxSsZBjQJeHsouL3,Brooklyn,"Furio Di Castri,Paolo Fresu",Urlo,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Brooklyn.flac,2:10
1JijepOMJHS4cvVkCqIf9x,Folds,Thrupence,Voyages,Looking through,"A dreamy blend of ambient electronica and melodic downtempo—immersive, atmospheric, and gently hypnotic.",catalog.app/Folds.flac,3:14
7x2QnIUzYqi2HNonEpKVed,Feeling Good,Ane Brun,Songs 2003-2013,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Feeling Good.flac,3:03
1xQTG9I5Yrzd4AG8yjTfec,IndigoDragonfly,Lis Addison,The Song Of The Tree,Altered States,"This curated compilation blends shamanic themes with energetic elements, designed to heighten and expand altered states for both therapeutic and recreational sessions.",catalog.app/IndigoDragonfly.flac,7:57
37p6BDk9hvL0AXZ9cVCDDm,Trust The Wild,Joep Mencke,"The Feathers' Eyes, Vol. 1",Trust the Wild,"An electronic journey of danceable, lounge-inspired beats and melancholic chord progressions, capturing a subtle, emotional sound.",catalog.app/Trust The Wild.flac,8:57
7zQQPglfl49ksdhIKNY8yW,The Moon Is Made of Gold,Rickie Lee Jones,Balm in Gilead,Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/The Moon Is Made of Gold.flac,3:00
2Bnz5PxSjrxxqtWlbUF3pW,Awakening,INFINITY,Breath,Sonic Prayer,"Sacred chants, Indian ragas, and shamanic trance merge in a traditional-modern mix designed to soothe the soul.",catalog.app/Awakening.flac,10:44
1osbX4lWjz1JRpx3wvuTic,Sedentary II,Kyle Bobby Dunn,Fragments and Compositions Of,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Sedentary II.flac,3:20
bn3ojBLyHhhdKkg6ww3wH,Lace,Random Rab,aRose,Looking through,"A dreamy blend of ambient electronica and melodic downtempo—immersive, atmospheric, and gently hypnotic.",catalog.app/Lace.flac,3:47
56sEfvEkX2UEprdj3amHig,The Bottom Line (feat. Josin),"Ólafur Arnalds,Josin",some kind of peace,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/The Bottom Line (feat. Josin).flac,4:02
o1L7t42X0mA6XThoXGGve,Thing with Feathers,Runar Blesvik,Threads,Instrumental Muse,"A serene selection of classical masterpieces, weaving soft, feminine melodies that draw you inward and gently elevate the moment.",catalog.app/Thing with Feathers.flac,2:50
23MPRBtGtdxksWGk8INCaP,183 Times,Greg Haines,183 Times,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/183 Times.flac,9:07
2w5mStp8EeB4snafZh6adS,Paris Sunrise #7,Ben Harper And The Innocent Criminals,Lifeline,Melting,"A provocative, sun-bleached odyssey, where psych-cumbia, shamanic folktronica, and dusty spaghetti-western noir collide.",catalog.app/Paris Sunrise #7.flac,5:17
63Qn6VO9dQvxnqRyaJmtEl,Suaimhneas,Ceilidh,Suaimhneas,Looking through,"A dreamy blend of ambient electronica and melodic downtempo—immersive, atmospheric, and gently hypnotic.",catalog.app/Suaimhneas.flac,3:31
1VMRInzA4OTLsveeGyR087,Space Weaver,Lisa Gerrard,The Silver Tree (Extended Edition),Cosmic Satin,"A velvety, provocative fusion of retro-exotica, operatic ambient, and nocturnal soul. It drifts from sultry mid-century lounge to the visceral, carnal pulse of high-art electronica.",catalog.app/Space Weaver.flac,7:21
2vgF0xfXooOzApf1h7sAGU,Stars - Remastered 2005,Brian Eno,Apollo,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Stars - Remastered 2005.flac,8:00
fipaihobBP4sofkqdVyI7,Love,Under The Skin (Original Soundtrack Album),Mica Levi,Loungy Hours,"A groovy, loungy electronic mix for a cosmic, rhythmic journey, blended with ambient textures, perfect for a relaxed afternoon sailing under the sun.",catalog.app/Love.flac,5:10
5xBENa0xyHHp4cLylDplFj,Tomorrow,Jono McCleery,There Is,Dreams & Bliss,"Fusing electronic textures with traditional instruments and western melodies, this compilation creates a deeply spiritual and cinematic atmosphere.",catalog.app/Tomorrow.flac,6:51
6Cot25aoVwLRiCxfTQP0iq,Shir Eres (Lullaby),"Avishai Cohen,Yonathan Avishai",Shir Eres (Lullaby),Subtle Body,"Ethereal tones and primal rhythms blend to awaken the senses, inviting introspection and connection to the unseen.",catalog.app/Shir Eres (Lullaby).flac,4:35
16qxehcu0BwQ5zqc9uwonF,Reflections,Sona Jobarteh,Motherland - The Score,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/Reflections.flac,1:56
5xnTBkebmpzEtcCsKrKiEI,Curiosity,Pablo Nouvelle,Atlas Internet Cafe,Looking through,"A dreamy blend of ambient electronica and melodic downtempo—immersive, atmospheric, and gently hypnotic.",catalog.app/Curiosity.flac,2:46
2OchJ52MpXDa2nHWFFlUtK,Christo Redentor,Harvey Mandel,Essential Guitar Masters,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Christo Redentor.flac,3:48
0zC2s1N8QWHjP0Up6XFCI,Last Night,Arooj Aftab,Vulture Prince,Fleeting Moments,"The world around us is a mirror reflecting our inner state. The power to change the world we see lies within us, in how we choose to perceive and engage with the life unfolding before us. ",catalog.app/Last Night.flac,5:58
2ejrspuOvD7KMEVAyR48Ok,green to blue - slowed + reverbed,daniel.mp3,green to blue (slowed + reverbed),Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/green to blue - slowed + reverbed.flac,3:07
4PFDCcAD6HLvcBa6Pdbwpq,Air,NINZE & OKAXY,Sidereal Times,Trust the Wild,"An electronic journey of danceable, lounge-inspired beats and melancholic chord progressions, capturing a subtle, emotional sound.",catalog.app/Air.flac,7:15
1oPPTg3wGP4YT5gchTF3QP,Beyond the dream,"Nachur,Isaac Chambers,Prosad Freeman",Cicada Sessions,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/Beyond the dream.flac,6:26
1BAVb4kGlDmY94dbUkbvRI,All Shall Be Well,Rameses III,I Could Not Love You More,Genesis,"Creation is the profound act of bringing life into being, giving birth to ideas, turning dreams into reality. Music serves as both spark and guide on this journey of expression.",catalog.app/All Shall Be Well.flac,11:18
4Le9tAwoDYGTVJuZQ2BxPl,La maison vert,"Zen Baboon,Samuel Lupi",The Green House,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/La maison vert.flac,5:22
303s69BgT1HdoUsBbdn84M,My Without Me - Zen Baboon Instrumental Remix,"Zen Baboon,Samuel Lupi",The Green House,Erotic Nature,"Contemporary ambient, experimental electronic, and psychedelic rock merge in this compilation, forming a soundscape that stimulates the senses.",catalog.app/My Without Me - Zen Baboon Instrumental Remix.flac,5:31
2CKqxgWLbl7hpTzLXNX63u,Baby Boombay,"Zen Baboon,Samuel Lupi",The Green House,Deep Distance,"Tune in and drift between worlds, where thoughts and intentions shape reality like a lucid dream, full of possibility.",catalog.app/Baby Boombay.flac,5:59
73sL0PTxS3i9r3gDKrToOj,Weeedz,"Zen Baboon,Samuel Lupi",The Green House,Deep Chill,This compilation of psychill and emotive melodies opens a realm where the boundaries of familiarity dissolve into uncharted sonic landscapes. ,catalog.app/Weeedz.flac,9:17
