themes,primary_genre,secondary_genres,style_tags,mood_keywords,search_keywords,energy_level,summary,track_id,combined_tags
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Dreamlike', 'Relaxing', 'Soothing', 'Tranquil', 'Healing']","['sleep music', 'relaxation', 'sound therapy', 'delta waves', 'theta waves']",0.1,"Drift Away 852hz is a soothing ambient track featuring delta and theta wave frequencies at 432 Hz, designed to promote relaxation and facilitate deep sleep through gentle sound therapy.",4uVURCT281AIlLhlKzwIiG,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative dreamlike relaxing soothing tranquil healing sleep music relaxation sound therapy delta waves theta waves
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['sleep', 'relaxation', 'sound therapy', 'delta waves', 'theta waves']",0.1,"Letting Go 963hz is a soothing ambient track that combines delta and theta waves at 432 Hz, designed to facilitate deep relaxation and sound therapy, making it ideal for sleep and meditative practices.",3EpgCWDrd2lCXNxJEc3pJf,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike sleep relaxation sound therapy delta waves theta waves
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Dreamlike', 'Relaxing']","['sleep', 'relaxation', 'sound therapy', 'delta waves', 'theta waves', '432 Hz', 'meditation', 'healing', 'ambient music']",0.1,"A soothing blend of delta and theta waves at 432 Hz, 'Lucid State 741hz' creates an immersive soundscape ideal for sleep, relaxation, and sound therapy.",5Wq0UWBVORg58795tJTzWs,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative dreamlike relaxing sleep relaxation sound therapy delta waves theta waves 432 hz meditation healing ambient music
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Dreamlike', 'Relaxing', 'Soothing', 'Grounding', 'Healing']","['sleep', 'relaxation', 'sound therapy', 'delta waves', 'theta waves']",0.1,"A soothing blend of delta and theta waves at 432 Hz, designed to promote deep relaxation and sound therapy, ideal for sleep and meditative practices.",6Rt27qAMilh9E5BuGN2RTL,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative dreamlike relaxing soothing grounding healing sleep relaxation sound therapy delta waves theta waves
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Dreamlike', 'Relaxing', 'Soothing', 'Tranquil', 'Healing']","['sleep music', 'relaxation', 'sound therapy', 'delta waves', 'theta waves']",0.1,"A soothing blend of delta and theta waves at 432 Hz, designed to facilitate deep relaxation and restorative sleep, perfect for sound therapy and meditative practices.",3wnFRR0FSxCb3WkmJKET9C,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative dreamlike relaxing soothing tranquil healing sleep music relaxation sound therapy delta waves theta waves
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['432Hz', 'Sound Therapy', 'Relaxation', 'Delta Waves', 'Theta Waves', 'Meditation Music', 'Healing Sounds', 'Sleep Music']",0.1,"A soothing blend of delta and theta waves at 432 Hz, designed for deep relaxation, sleep, and sound therapy, creating a tranquil atmosphere for meditation and healing.",1LvlDyd4Y9v0riYr15PXFE,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike 432hz sound therapy relaxation delta waves theta waves meditation music healing sounds sleep music
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Dreamlike', 'Relaxing', 'Soothing']","['sleep music', '432 Hz', 'sound therapy', 'relaxation', 'delta waves']",0.1,"Deepest Sleep 432hz is a soothing ambient track featuring delta and theta waves at 432 Hz, designed to facilitate deep relaxation and restorative sleep.",2SpdE9ln1YRkKPaVQANUlz,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative dreamlike relaxing soothing sleep music 432 hz sound therapy relaxation delta waves
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['432 Hz', 'Sound Therapy', 'Delta Waves', 'Theta Waves', 'Relaxation', 'Meditation', 'Sleep Music', 'Ambient Soundscape']",0.1,"Depths 432hz is a soothing ambient track featuring delta and theta waves tuned to 432 Hz, ideal for relaxation, sleep, and sound therapy.",5Hqlba103Qllv8hH4QkCo4,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike 432 hz sound therapy delta waves theta waves relaxation meditation sleep music ambient soundscape
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['432 Hz', 'Delta Waves', 'Theta Waves', 'Sound Therapy', 'Relaxation']",0.1,"A soothing blend of delta and theta waves at 432 Hz, designed for deep relaxation, sleep, and sound therapy, creating a tranquil auditory experience.",7FqqgVUOprCKaz78009Hkh,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike 432 hz delta waves theta waves sound therapy relaxation
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['432 Hz', 'Delta Waves', 'Theta Waves', 'Relaxation', 'Sound Therapy']",0.1,"A soothing blend of delta and theta waves at 432 Hz, designed to facilitate deep relaxation and sleep, making it ideal for sound therapy and meditative practices.",50CMs3PddW9fjeQ1u2t8fv,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike 432 hz delta waves theta waves relaxation sound therapy
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['432Hz', 'Sound Therapy', 'Relaxation', 'Delta Waves', 'Theta Waves', 'Meditation Music', 'Sleep Music', 'Ambient Soundscape']",0.1,"More Oceanic Whispers 432hz by Kula Kriya is a soothing ambient track that blends delta and theta waves at 432 Hz, creating a tranquil soundscape ideal for relaxation, sleep, and sound therapy.",yjtIu0y55ZDVSSK8WBk0L,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike 432hz sound therapy relaxation delta waves theta waves meditation music sleep music ambient soundscape
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['432 Hz', 'Sound Therapy', 'Relaxation', 'Meditation', 'Delta Waves']",0.1,"A soothing ambient track featuring delta and theta waves at 432 Hz, designed for deep relaxation and sound therapy, ideal for sleep and meditative practices.",3dtqEZPcWkpONq9EfFLhsf,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike 432 hz sound therapy relaxation meditation delta waves
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Dreamlike', 'Relaxing', 'Soothing', 'Tranquil', 'Grounding']","['432 Hz', 'Sound Therapy', 'Delta Waves', 'Theta Waves', 'Relaxation Music']",0.1,"A soothing blend of delta and theta waves at 432 Hz, designed for deep relaxation, sleep, and sound therapy, creating a tranquil and meditative atmosphere.",5K4c2gDyTW2JK7Jd0womf9,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative dreamlike relaxing soothing tranquil grounding 432 hz sound therapy delta waves theta waves relaxation music
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Dreamlike', 'Relaxing', 'Soothing', 'Tranquil', 'Grounding']","['432Hz', 'Sound Therapy', 'Sleep Music', 'Relaxation', 'Meditation', 'Delta Waves', 'Theta Waves', 'Ambient Music']",0.1,"Weightless Drifting 432hz is a soothing ambient track featuring delta and theta waves at 432 Hz, designed for relaxation, sleep, and sound therapy, creating a tranquil and meditative atmosphere.",2Ewk92XGqgcDBKZrLOFzRj,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative dreamlike relaxing soothing tranquil grounding 432hz sound therapy sleep music relaxation meditation delta waves theta waves ambient music
"{'flow': {'assigned': False, 'confidence': 0.1}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Meditative']","['Soothing', 'Hypnotic', 'Textural', 'Atmospheric', 'Layered']","['Relaxing', 'Serene', 'Meditative', 'Contemplative', 'Dreamlike', 'Grounding', 'Tranquil', 'Peaceful']","['sleep', 'relaxation', 'sound therapy', 'delta waves', 'theta waves']",0.1,"Gayā is a soothing ambient track featuring a blend of delta and theta waves at 432 Hz, designed to promote relaxation and enhance sound therapy experiences.",22QlvuvMG893HgrsyJqoGr,ambient drone meditative soothing hypnotic textural atmospheric layered relaxing serene meditative contemplative dreamlike grounding tranquil peaceful sleep relaxation sound therapy delta waves theta waves
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Ambient,"['New Age', 'Drone']","['Atmospheric', 'Textural', 'Layered', 'Hypnotic', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Ambient', 'New Age', 'Meditation', 'Chakra', 'Soundscape']",0.2,"A calming and uplifting ambient soundscape designed to enhance meditation and mindfulness, focusing on the Brow and 3rd Eye Chakra.",35zaAumKvuBmBV1kToMlyb,ambient new age drone atmospheric textural layered hypnotic organic meditative serene contemplative expansive dreamlike ambient new age meditation chakra soundscape
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Deepchord', 'Ambient', 'Sommer', 'Hypnotic', 'Space Journey']",0.3,"'Glow' by Deepchord is an immersive ambient track that weaves together rich sonic textures, guiding listeners on a transformative journey from deep darkness to radiant light, evoking a sense of magic and exploration.",16y61Q8szEtM7X8u3XydtP,ambient drone psychedelic ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike deepchord ambient sommer hypnotic space journey
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.9}, 'expanded_state': {'assigned': True, 'confidence': 0.7}}",Ambient,"['Drone', 'Meditative']","['Hypnotic', 'Atmospheric', 'Textural', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Tranquil', 'Dreamlike', 'Soothing', 'Grounding', 'Reflective']","['432hz', 'Turkish', 'Meditation', 'Yoga', 'Healing Sounds', 'Tranquility', 'Ancient Sounds', 'Soulful Melodies']",0.2,"432hz Turkish Hamam by Abe Hathot features a blend of ancient sounds and soulful melodies, creating a tranquil atmosphere perfect for meditation, yoga, and other mindful practices.",5okh6vwQ3TonJoeiO7AvEi,ambient drone meditative hypnotic atmospheric textural layered organic meditative serene contemplative tranquil dreamlike soothing grounding reflective 432hz turkish meditation yoga healing sounds tranquility ancient sounds soulful melodies
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Downtempo', 'Meditative']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Tranquil', 'Expansive']","['Meditation', 'Yoga', 'Tranquility', 'Ancient Sounds', 'Soulful Melodies']",0.3,"Deeper Sun by Abe Hathot features a blend of ancient sounds and soulful melodies, creating an ideal atmosphere for meditation, yoga, and other tranquil practices.",4rFHDvITIDaasTWX4aKEVs,ambient downtempo meditative hypnotic textural atmospheric layered organic meditative serene contemplative tranquil expansive meditation yoga tranquility ancient sounds soulful melodies
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Experimental', 'Drone']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Repetitive']","['Meditative', 'Contemplative', 'Serene', 'Expansive', 'Dreamlike']","['Caterina Barbieri', 'Ambient', 'Experimental', 'Drone', 'Ethereal']",0.3,"'Human Developers' by Caterina Barbieri is an immersive ambient track that evokes a sense of profound stillness and introspection, characterized by its hypnotic textures and layered soundscapes that invite deep contemplation and exploration.",33M9AerCoICFkxuIAaG72I,ambient experimental drone hypnotic textural atmospheric layered repetitive meditative contemplative serene expansive dreamlike caterina barbieri ambient experimental drone ethereal
"{'flow': {'assigned': True, 'confidence': 0.8}, 'ritual': {'assigned': True, 'confidence': 0.7}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Electronic,"['Ambient', 'Experimental']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Evocative']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Caterina Barbieri', 'Rendering Intuitions', 'Electronic Journey', 'Sonic Depths', 'Ambient Synth']",0.3,"Rendering Intuitions is an immersive electronic track that weaves enchanting sounds with evocative ambiance, creating a captivating sonic landscape perfect for deep listening and reflection.",5mJyNALjFlXLeJVHO4jTvE,electronic ambient experimental hypnotic textural atmospheric layered evocative meditative serene contemplative expansive dreamlike caterina barbieri rendering intuitions electronic journey sonic depths ambient synth
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.6}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Drone', 'Psychedelic Ambient']","['Ethereal', 'Hypnotic', 'Textural', 'Atmospheric', 'Layered']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Caterina Barbieri', 'Ambient', 'Electronic', 'Dreams of the Void', 'Patterns Of Consciousness']",0.3,"SOTRS by Caterina Barbieri is an ethereal ambient track that creates a weightless experience, inviting listeners to transcend ordinary perception with its flowing electronic waves.",49vIWIfPCopIcAwqQrSwn2,ambient drone psychedelic ambient ethereal hypnotic textural atmospheric layered meditative serene contemplative expansive dreamlike caterina barbieri ambient electronic dreams of the void patterns of consciousness
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Drone', 'Experimental']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Repetitive']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Caterina Barbieri', 'Ambient', 'Fantas', 'Meditation', 'Soundscape']",0.3,"'Fantas' by Caterina Barbieri is an immersive ambient track that invites listeners into a meditative space, encouraging deep reflection and connection with one's inner truths.",85SBbxIlE0NtEsfFbu2UZ,ambient drone experimental hypnotic textural atmospheric layered repetitive meditative serene contemplative expansive dreamlike caterina barbieri ambient fantas meditation soundscape
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Electronic,"['Ambient', 'Psychedelic']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Transformative', 'Expansive', 'Contemplative', 'Dreamlike', 'Serene']","['Water Drums', 'Union Jack', 'Electronic', 'Ambient', 'Psychedelic', 'Meditative', 'Transformational', 'Renaissance']",0.4,"Water Drums by Union Jack is an immersive electronic track that blends hypnotic rhythms with atmospheric textures, creating a transformative soundscape that encourages deep reflection and a sense of expanded consciousness.",3Fx5Zhsga8lPwnvbrOVEH1,electronic ambient psychedelic hypnotic textural atmospheric layered organic transformative expansive contemplative dreamlike serene water drums union jack electronic ambient psychedelic meditative transformational renaissance
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.9}}",Ambient,"['Psychedelic Ambient', 'Experimental']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Expansive', 'Dreamlike', 'Contemplative', 'Serene']","['Space', 'Hypnotic Journey', 'Sonic Textures', 'Ambient Soundscape', 'Meditation Music']",0.3,"Outer Space is an immersive ambient track that takes listeners on a magical journey through sonic textures, transitioning from deep darkness to radiant light, perfect for meditation or reflective moments.",76udzv4UgVROEsPardB2In,ambient psychedelic ambient experimental hypnotic textural atmospheric layered organic meditative expansive dreamlike contemplative serene space hypnotic journey sonic textures ambient soundscape meditation music
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.9}}",Ambient,"['Psychedelic Ambient', 'Drone']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Expansive', 'Dreamlike', 'Contemplative', 'Serene', 'Transcendent', 'Ethereal', 'Mystical']","['Ambient', 'Psychedelic', 'Space Journey', 'Meditation', 'Hypnotic Music']",0.3,"Early Reflections is an immersive ambient track that takes listeners on a hypnotic journey through sonic textures, transitioning from deep darkness to radiant light, perfect for meditation and introspective moments.",3bHpZSs6VOgosjrVlB8gMK,ambient psychedelic ambient drone hypnotic textural atmospheric layered organic meditative expansive dreamlike contemplative serene transcendent ethereal mystical ambient psychedelic space journey meditation hypnotic music
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Ambient,"['Downtempo', 'Electronic']","['Atmospheric', 'Textural', 'Hypnotic', 'Layered', 'Repetitive']","['Meditative', 'Contemplative', 'Serene', 'Expansive', 'Dreamlike']","['Global Communication', 'Ambient', 'Meditation', 'Relaxation', 'Soundscape']",0.3,"A serene and atmospheric track that invites deep reflection and connection with one's inner truths, creating a meditative space for listeners.",1epLSSFAB3o3ZY9rJNsTTE,ambient downtempo electronic atmospheric textural hypnotic layered repetitive meditative contemplative serene expansive dreamlike global communication ambient meditation relaxation soundscape
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.6}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Experimental,"['Psychedelic', 'Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Expansive', 'Dreamlike', 'Contemplative', 'Serene']","['Space Journey', 'Sonic Textures', 'Hypnotic Music', 'Immersive Sound', 'Magical Experience']",0.4,"An immersive fusion of sonic textures that guides listeners from deep darkness to radiant light, creating a hypnotic and magical space journey.",7Gnin9aHtFmofQwjCNZp6v,experimental psychedelic ambient hypnotic textural atmospheric layered organic meditative expansive dreamlike contemplative serene space journey sonic textures hypnotic music immersive sound magical experience
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.9}}",Ambient,"['Psychedelic Ambient', 'Dark Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Space Journey', 'Sonic Textures', 'Hypnotic Ambient', 'Meditation Music', 'Deep Listening']",0.3,"Into the Deep Blue is an immersive ambient track that takes listeners on a magical space journey, blending deep sonic textures that transition from darkness to radiant light.",2jGCEj9yzrv9a0uR7mEmyY,ambient psychedelic ambient dark ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike space journey sonic textures hypnotic ambient meditation music deep listening
"{'flow': {'assigned': True, 'confidence': 0.8}, 'ritual': {'assigned': True, 'confidence': 0.6}, 'expanded_state': {'assigned': False, 'confidence': 0.2}}",Electronic,"['Downtempo', 'Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Repetitive']","['Meditative', 'Serene', 'Contemplative', 'Focused', 'Expansive']","['focus', 'concentration', 'ambient', 'electronic', 'meditative']",0.4,"Mexico 2 by Mad Zach is an immersive electronic track that creates a serene atmosphere, designed to enhance focus and clarity. Its hypnotic textures and layered soundscapes guide listeners into a state of deep concentration.",5nYjtgMqHfntyN2fS1t07y,electronic downtempo ambient hypnotic textural atmospheric layered repetitive meditative serene contemplative focused expansive focus concentration ambient electronic meditative
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Ambient,"['Meditative', 'Downtempo']","['Hypnotic', 'Atmospheric', 'Textural', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Tranquil', 'Dreamlike', 'Reflective', 'Grounding', 'Soulful']","['Meditation', 'Yoga', 'Tranquility', 'Ancient Sounds', 'Soulful Melodies']",0.2,"'Kyoto' by Kumbhaka is a serene blend of ancient sounds and soulful melodies, perfect for meditation, yoga, and tranquil practices, creating a calming atmosphere for deep reflection.",7bXPb4AK4vQJIkuQCI98sM,ambient meditative downtempo hypnotic atmospheric textural layered organic meditative serene contemplative tranquil dreamlike reflective grounding soulful meditation yoga tranquility ancient sounds soulful melodies
"{'flow': {'assigned': True, 'confidence': 0.8}, 'ritual': {'assigned': False, 'confidence': 0.3}, 'expanded_state': {'assigned': True, 'confidence': 0.6}}",Electronic,"['Techno', 'Deep House']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Repetitive']","['Energizing', 'Serene', 'Expansive', 'Deep', 'Powerful']","['Techno', 'Deep House', 'Electronic', 'Ambient Techno', 'Wild Dark']",0.7,"'Below the Summit' by Wild Dark is a sophisticated techno track that immerses listeners in deep tones and powerful sounds, creating an energizing atmosphere with serene beats that expand the auditory experience.",6RywX0kXZQC7z61mrHwib5,electronic techno deep house hypnotic textural atmospheric layered repetitive energizing serene expansive deep powerful techno deep house electronic ambient techno wild dark
"{'flow': {'assigned': True, 'confidence': 0.8}, 'ritual': {'assigned': True, 'confidence': 0.7}, 'expanded_state': {'assigned': False, 'confidence': 0.2}}",Ambient,"['Meditative', 'New Age']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Repetitive']","['Meditative', 'Serene', 'Contemplative', 'Focused', 'Calm', 'Grounding', 'Reflective', 'Expansive']","['Meditation', 'Focus', 'Ambient', 'OSHO', 'Deuter', 'Kundalini', 'Mindfulness', 'Concentration']",0.3,"'First Stage' by OSHO and Deuter is a serene ambient track designed to guide listeners into a meditative state, enhancing focus and clarity through hypnotic soundscapes.",3wjsCn67W5TpH9FWKgGIrH,ambient meditative new age hypnotic textural atmospheric layered repetitive meditative serene contemplative focused calm grounding reflective expansive meditation focus ambient osho deuter kundalini mindfulness concentration
"{'flow': {'assigned': False, 'confidence': 0.2}, 'ritual': {'assigned': True, 'confidence': 0.7}, 'expanded_state': {'assigned': True, 'confidence': 0.8}}",Ambient,"['Psychedelic Ambient', 'Dark Ambient']","['Hypnotic', 'Textural', 'Atmospheric', 'Layered', 'Organic']","['Meditative', 'Serene', 'Contemplative', 'Expansive', 'Dreamlike']","['Ambient', 'Dream', 'Hypnotic', 'Space Journey', 'Meditation']",0.3,"An immersive sonic journey that transitions from deep darkness to radiant light, creating a magical and hypnotic atmosphere.",5234B8pV4MYX0DwKv0fSbz,ambient psychedelic ambient dark ambient hypnotic textural atmospheric layered organic meditative serene contemplative expansive dreamlike ambient dream hypnotic space journey meditation
"{'flow': {'assigned': True, 'confidence': 0.7}, 'ritual': {'assigned': True, 'confidence': 0.8}, 'expanded_state': {'assigned': False, 'confidence': 0.3}}",Neoclassical,"['Ambient', 'Soundtrack']","['Cinematic', 'Atmospheric', 'Textural', 'Layered', 'Organic']","['Inspiring', 'Expansive', 'Serene', 'Contemplative', 'Dreamlike']","['Cinematic', 'Orchestral', 'Saxophone', 'Experimental Piano', 'Nature Sounds']",0.3,"Longevity is a cinematic and expansive composition that blends saxophone, experimental piano, and orchestral strings, evoking a sense of inspiration and the beauty of nature.",7gbP8tf8mfv3q6yMipBDIr,neoclassical ambient soundtrack cinematic atmospheric textural layered organic inspiring expansive serene contemplative dreamlike cinematic orchestral saxophone experimental piano nature sounds
